Date,0
1986-12-19,0.030166
1986-12-19,0.030166
1986-12-19,0.030166
1986-12-19,0.030166
1987-03-19,0.034736
1987-06-22,0.034736
1987-09-02,0.034736
1987-12-21,0.034736
1988-03-21,0.040221
1988-06-20,0.040221
1988-09-19,0.040221
1988-12-19,0.040221
1989-03-17,0.049362
1989-06-19,0.049362
1989-09-18,0.049362
1989-12-18,0.049362
1990-03-19,0.055761
1990-06-18,0.055761
1990-09-17,0.055761
1990-12-17,0.055761
1991-03-18,0.06216
1991-06-17,0.06216
1991-09-16,0.06216
1991-12-16,0.06216
1992-03-16,0.069473
1992-06-15,0.071301
1992-09-14,0.071301
1992-12-14,0.071301
1993-03-15,0.076786
1993-06-14,0.076786
1993-09-13,0.076786
1993-12-13,0.076786
1994-03-14,0.087755
1994-06-13,0.087755
1994-09-12,0.087755
1994-12-12,0.087755
1995-03-13,0.028219
1995-06-14,0.097902
1995-09-13,0.097902
1995-12-13,0.097902
1996-03-13,0.033862
1996-06-12,0.111867
1996-09-11,0.111867
1996-12-11,0.111867
1997-03-12,0.123961
1997-06-11,0.123961
1997-09-10,0.123961
1997-12-10,0.123961
1998-03-11,0.139078
1998-06-17,0.137868
1998-09-16,0.137868
1998-12-16,0.137868
1999-03-17,0.154195
1999-06-16,0.154195
1999-09-15,0.154195
1999-12-15,0.154195
2000-03-22,0.172336
2000-06-21,0.172336
2000-09-20,0.172336
2000-12-20,0.172336
2001-03-21,0.190476
2001-06-20,0.190476
2001-09-19,0.190476
2001-12-19,0.190476
2002-03-20,0.202268
2002-06-24,0.202268
2002-09-23,0.202268
2002-12-23,0.202268
2003-03-24,0.226757
2003-06-23,0.226757
2003-09-22,0.226757
2003-12-19,0.226757
2004-03-22,0.249433
2004-06-23,0.261905
2004-09-22,0.261905
2004-12-20,0.261905
2005-03-22,0.290476
2005-06-22,0.305
2005-09-21,0.305
2005-12-21,0.305
2006-03-22,0.335
2006-06-21,0.335
2006-09-20,0.335
2006-12-20,0.335
2007-03-21,0.355
2007-06-20,0.355
2007-09-19,0.355
2007-12-19,0.355
2008-03-18,0.39
2008-06-18,0.39
2008-09-17,0.39
2008-12-17,0.39
2009-03-18,0.39
2009-06-17,0.39
2009-09-16,0.395
2009-12-21,0.395
2010-03-22,0.395
2010-06-21,0.395
2010-09-20,0.4
2010-12-20,0.4
2011-03-21,0.4
2011-06-20,0.4
2011-09-19,0.403
2011-12-19,0.403
2012-03-19,0.403
2012-06-18,0.403
2012-09-17,0.408
2012-12-17,0.407
2013-03-18,0.407
2013-06-17,0.407
2013-09-16,0.42
2013-12-16,0.42
2014-03-17,0.44
2014-06-16,0.44
2014-09-15,0.44
2014-12-15,0.44
2015-03-16,0.46
2015-06-15,0.46
2015-09-14,0.46
2015-12-01,0.46
2015-12-14,0.46
2016-03-21,0.48
2016-06-20,0.48
2016-09-19,0.48
2016-12-19,0.48
2017-03-20,0.5
2017-06-19,0.5
2017-09-21,0.5
2017-11-30,0.5
2017-12-19,0.5
2018-03-20,0.53
2018-06-19,0.53
2018-09-18,0.53
2018-12-18,0.53
2019-03-19,0.56
2019-06-18,0.56
2019-09-17,0.56
2019-12-18,0.56
2020-03-17,0.6
2020-06-16,0.6
2020-09-15,0.6
2020-12-15,0.6
