Date,0
1985-12-26,0.000593
1985-12-26,0.000593
1985-12-26,0.000593
1985-12-26,0.000593
1986-03-11,0.000593
1986-06-24,0.001185
1986-10-06,0.001185
1986-10-06,0.001185
1987-12-24,0.004444
1987-12-24,0.004444
1987-12-24,0.004444
1987-12-24,0.004444
1988-03-25,0.003704
1988-06-24,0.003704
1988-09-26,0.003889
1988-12-23,0.003704
1989-03-27,0.004074
1989-06-26,0.004074
1989-09-25,0.004074
1989-12-22,0.005556
1990-03-26,0.005556
1990-06-26,0.005556
1990-09-24,0.005556
1990-12-24,0.006389
1991-03-22,0.006389
1991-06-25,0.006389
1991-09-24,0.006389
1991-12-24,0.007222
1992-03-25,0.007222
1992-06-24,0.007222
1992-09-24,0.007222
1992-12-24,0.007778
1993-03-25,0.007778
1993-06-24,0.007778
1993-09-24,0.007778
1993-12-27,0.008889
1994-03-25,0.008889
1994-06-27,0.008889
1994-09-26,0.008889
1994-12-23,0.011111
1995-03-28,0.011111
1995-06-28,0.011111
1995-09-26,0.011111
1995-12-27,0.012222
1996-03-27,0.012222
1996-06-26,0.012222
1996-09-25,0.012222
1996-12-27,0.013333
1997-03-26,0.013333
1997-06-26,0.015
1997-09-26,0.015
1997-12-29,0.016667
1998-03-27,0.016667
1998-06-26,0.016667
1998-09-28,0.016667
1998-12-29,0.018333
1999-03-29,0.018333
1999-06-28,0.018667
1999-09-28,0.018333
1999-12-29,0.02
2000-03-29,0.02
2000-06-29,0.02
2000-09-29,0.02
2000-12-27,0.021667
2001-03-29,0.021667
2001-07-02,0.021667
2001-10-03,0.007333
2001-12-27,0.023333
2002-03-26,0.023333
2002-07-03,0.023333
2002-10-03,0.023333
2002-12-27,0.025
2003-03-27,0.025
2003-06-26,0.025
2003-10-02,0.025
2003-12-29,0.028333
2004-03-29,0.028333
2004-07-01,0.028333
2004-09-30,0.028333
2004-12-29,0.033333
2005-03-29,0.033333
2005-06-30,0.033333
2005-09-29,0.033333
2005-12-28,0.04
2006-03-29,0.04
2006-06-30,0.04
2006-10-02,0.04
2006-12-26,0.05
2007-03-28,0.05
2007-06-27,0.05
2007-10-02,0.05
2007-12-26,0.066667
2008-03-26,0.066667
2008-06-26,0.066667
2008-10-02,0.066667
2008-12-29,0.07
2009-03-27,0.07
2009-06-26,0.07
2009-10-01,0.07
2009-12-23,0.07
2009-12-29,0.073333
2010-03-29,0.073333
2010-06-28,0.073333
2010-09-28,0.073333
2010-12-29,0.083333
2011-03-29,0.083333
2011-06-28,0.083333
2011-09-28,0.083333
2011-12-15,0.083333
2012-03-28,0.09
2012-06-27,0.09
2012-09-26,0.09
2012-12-04,0.09
2012-12-12,0.096667
2013-03-26,0.096667
2013-06-20,0.096667
2013-09-26,0.1
2013-12-27,0.12
2014-03-27,0.12
2014-06-26,0.12
2014-09-26,0.12
2014-12-29,0.12
2015-03-27,0.15
2015-06-26,0.15
2015-09-28,0.15
2015-12-24,0.18
2016-03-29,0.18
2016-06-28,0.18
2016-09-28,0.18
2016-12-28,0.2
2017-03-29,0.2
2017-06-28,0.2
2017-09-28,0.2
2017-12-22,0.23
2018-03-28,0.23
2018-06-28,0.23
2018-09-27,0.23
2018-12-28,0.26
2019-03-28,0.26
2019-06-27,0.26
2019-09-27,0.26
2019-12-30,0.27
2020-03-30,0.27
2020-07-14,0.27
2020-09-29,0.27
2020-12-30,0.28
